id,ship_type,date,lon,lat
782,Civilian Star Shuttle,2019-02-09 12:00:00,-19.9353595,27.548824
783,TIE Fighter,2019-02-09 12:00:00,-19.9478145,27.548689
784,Imperial SpaceShuttle,2019-02-09 12:00:00,-19.9491135,27.547101
785,Imperial SpaceShuttle,2019-02-09 12:00:00,-19.9456955,27.5469
786,Imperial SpaceShuttle,2019-02-09 12:00:00,-19.9374155,27.543396
787,TIE bomber,2019-02-09 12:00:00,-19.9316955,27.534422
788,Imperial SpaceShuttle,2019-02-09 12:00:00,-19.9332215,27.534346
789,TIE bomber,2019-02-09 12:00:00,-19.9309645,27.532927
790,Imperial SpaceShuttle,2019-02-09 12:00:00,-19.9284175,27.532813
791,Imperial SpaceShuttle,2019-02-09 12:00:00,-19.9274145,27.53179
792,TIE Fighter,2019-02-09 12:00:00,-19.9288685,27.531624
793,TIE bomber,2019-02-09 12:00:00,-19.9280395,27.530492
794,TIE Fighter,2019-02-09 12:00:00,-19.9260015,27.530257
795,TIE bomber,2019-02-09 12:00:00,-19.9271005,27.528806
796,TIE bomber,2019-02-09 12:00:00,-19.9259055,27.527912
797,TIE bomber,2019-02-09 12:00:00,-19.9273815,27.527468
798,TIE bomber,2019-02-09 12:00:00,-19.9261815,27.526588
799,Imperial SpaceShuttle,2019-02-09 12:00:00,-19.9228145,27.522256
800,TIE Fighter,2019-02-09 12:00:00,-19.9163275,27.520929
801,TIE Fighter,2019-02-09 12:00:00,-19.9155925,27.52086
802,TIE Fighter,2019-02-09 12:00:00,-19.9209035,27.519843
803,TIE Fighter,2019-02-09 12:00:00,-19.9178635,27.519289
804,Imperial SpaceShuttle,2019-02-09 12:00:00,-19.9191915,27.518274
805,TIE Fighter,2019-02-09 12:00:00,-19.9188525,27.51747
806,TIE Fighter,2019-02-09 12:00:00,-19.9152655,27.51719
807,TIE Fighter,2019-02-09 12:00:00,-19.9148995,27.516619
808,TIE Fighter,2019-02-09 12:00:00,-19.9154565,27.516337
809,TIE Fighter,2019-02-09 12:00:00,-19.9171395,27.516158
810,TIE bomber,2019-02-17 12:00:00,-19.9273895,27.527467
811,TIE Fighter,2019-02-17 12:00:00,-19.9154595,27.516339
812,TIE Fighter,2019-02-17 12:00:00,-19.9483175,27.557967
813,Imperial SpaceShuttle,2019-02-17 12:00:00,-19.9491455,27.555745
814,TIE Fighter,2019-02-17 12:00:00,-19.9503075,27.552944
815,TIE Fighter,2019-02-17 12:00:00,-19.9510605,27.552839
816,TIE Fighter,2019-02-17 12:00:00,-19.9458805,27.552169
817,TIE Fighter,2019-02-17 12:00:00,-19.9501345,27.552065
818,TIE Fighter,2019-02-17 12:00:00,-19.9509015,27.551955
819,TIE Fighter,2019-02-17 12:00:00,-19.9489445,27.551058
820,Imperial SpaceShuttle,2019-02-17 12:00:00,-19.9452695,27.549929
821,Civilian Star Shuttle,2019-02-17 12:00:00,-19.9353555,27.548824
822,TIE Fighter,2019-02-17 12:00:00,-19.9478115,27.548691
823,Imperial SpaceShuttle,2019-02-17 12:00:00,-19.9491025,27.547087
824,Imperial SpaceShuttle,2019-02-17 12:00:00,-19.9456905,27.546898
825,Imperial SpaceShuttle,2019-02-17 12:00:00,-19.9373975,27.543387
826,TIE bomber,2019-02-17 12:00:00,-19.9316975,27.534417
827,Imperial SpaceShuttle,2019-02-17 12:00:00,-19.9332155,27.534341
828,Imperial SpaceShuttle,2019-02-17 12:00:00,-19.9324755,27.533178
829,TIE bomber,2019-02-17 12:00:00,-19.9309635,27.532926
830,Imperial SpaceShuttle,2019-02-17 12:00:00,-19.9284145,27.532819
831,Imperial SpaceShuttle,2019-02-17 12:00:00,-19.9274125,27.531789
832,TIE Fighter,2019-02-17 12:00:00,-19.9288695,27.531618
833,TIE bomber,2019-02-17 12:00:00,-19.9280285,27.530493
834,TIE Fighter,2019-02-17 12:00:00,-19.9260095,27.530261
835,TIE bomber,2019-02-17 12:00:00,-19.9270915,27.528804
836,TIE bomber,2019-02-17 12:00:00,-19.9259035,27.527905
837,TIE bomber,2019-02-17 12:00:00,-19.9261845,27.526589
838,Imperial SpaceShuttle,2019-02-17 12:00:00,-19.9228245,27.522264
839,TIE Fighter,2019-02-17 12:00:00,-19.9163255,27.520923
840,TIE Fighter,2019-02-17 12:00:00,-19.9155955,27.520856
841,TIE Fighter,2019-02-17 12:00:00,-19.9209035,27.519847
842,TIE Fighter,2019-02-17 12:00:00,-19.9178735,27.519289
843,Imperial SpaceShuttle,2019-02-17 12:00:00,-19.9191795,27.518249
844,TIE Fighter,2019-02-17 12:00:00,-19.9188505,27.517464
845,TIE Fighter,2019-02-17 12:00:00,-19.9152725,27.517193
846,TIE Fighter,2019-02-17 12:00:00,-19.9149055,27.516619
847,TIE Fighter,2019-02-17 12:00:00,-19.9182645,27.516719
848,TIE Fighter,2019-02-17 12:00:00,-19.9181375,27.51653
849,TIE Fighter,2019-02-17 12:00:00,-19.9171405,27.516159
850,TIE Fighter,2019-03-08 12:00:00,-19.9509025,27.55195
851,Civilian Star Shuttle,2019-03-08 12:00:00,-19.9353555,27.548823
852,TIE Fighter,2019-03-08 12:00:00,-19.9478125,27.548689
853,Imperial SpaceShuttle,2019-03-08 12:00:00,-19.9491175,27.547086
854,Imperial SpaceShuttle,2019-03-08 12:00:00,-19.9456945,27.546896
855,Imperial SpaceShuttle,2019-03-08 12:00:00,-19.9374205,27.543389
856,TIE bomber,2019-03-08 12:00:00,-19.9317045,27.534421
857,Imperial SpaceShuttle,2019-03-08 12:00:00,-19.9332285,27.534338
858,Imperial SpaceShuttle,2019-03-08 12:00:00,-19.9324765,27.533181
859,TIE bomber,2019-03-08 12:00:00,-19.9309665,27.532927
860,Imperial SpaceShuttle,2019-03-08 12:00:00,-19.9284215,27.532813
861,Imperial SpaceShuttle,2019-03-08 12:00:00,-19.9274205,27.531789
862,TIE Fighter,2019-03-08 12:00:00,-19.9288705,27.531625
863,TIE bomber,2019-03-08 12:00:00,-19.9280345,27.530491
864,TIE Fighter,2019-03-08 12:00:00,-19.9259955,27.530266
865,TIE bomber,2019-03-08 12:00:00,-19.9270975,27.528806
866,TIE bomber,2019-03-08 12:00:00,-19.9259185,27.527903
867,TIE bomber,2019-03-08 12:00:00,-19.9273815,27.527468
868,TIE bomber,2019-03-08 12:00:00,-19.9261885,27.526587
869,Imperial SpaceShuttle,2019-03-08 12:00:00,-19.9228105,27.522268
870,TIE Fighter,2019-03-08 12:00:00,-19.9155985,27.520856
871,TIE Fighter,2019-03-08 12:00:00,-19.9163315,27.520924
872,TIE Fighter,2019-03-08 12:00:00,-19.9209045,27.519843
873,TIE Fighter,2019-03-08 12:00:00,-19.9178695,27.519289
874,Imperial SpaceShuttle,2019-03-08 12:00:00,-19.9192115,27.518248
875,TIE Fighter,2019-03-08 12:00:00,-19.9188555,27.517461
876,TIE Fighter,2019-03-08 12:00:00,-19.9148945,27.516617
877,TIE Fighter,2019-03-08 12:00:00,-19.9152645,27.517194
878,TIE Fighter,2019-03-08 12:00:00,-19.9182705,27.516719
879,TIE Fighter,2019-03-08 12:00:00,-19.9181445,27.516532
880,TIE Fighter,2019-03-08 12:00:00,-19.9154575,27.516334
881,TIE Fighter,2019-03-08 12:00:00,-19.9171395,27.516154
882,TIE Fighter,2019-03-08 12:00:00,-19.9483245,27.557963
883,Imperial SpaceShuttle,2019-03-08 12:00:00,-19.9491615,27.555744
884,TIE Fighter,2019-03-08 12:00:00,-19.9503135,27.552945
885,TIE Fighter,2019-03-08 12:00:00,-19.9510545,27.552835
886,TIE Fighter,2019-03-08 12:00:00,-19.9458835,27.552167
887,TIE Fighter,2019-03-08 12:00:00,-19.9501395,27.552065
888,TIE Fighter,2019-03-08 12:00:00,-19.9489465,27.551057
889,Imperial SpaceShuttle,2019-03-08 12:00:00,-19.9452865,27.549931
890,TIE Fighter,2019-03-11 12:00:00,-19.9478095,27.548685
891,TIE Fighter,2019-03-11 12:00:00,-19.9209055,27.519846
892,TIE Fighter,2019-03-11 12:00:00,-19.9178685,27.519289
893,TIE Fighter,2019-03-11 12:00:00,-19.9483235,27.557969
894,Imperial SpaceShuttle,2019-03-11 12:00:00,-19.9491585,27.555753
895,TIE Fighter,2019-03-11 12:00:00,-19.9503105,27.552948
896,TIE Fighter,2019-03-11 12:00:00,-19.9510535,27.55284
897,TIE Fighter,2019-03-11 12:00:00,-19.9458815,27.552168
898,TIE Fighter,2019-03-11 12:00:00,-19.9501395,27.552068
899,TIE Fighter,2019-03-11 12:00:00,-19.9509005,27.551953
900,TIE Fighter,2019-03-11 12:00:00,-19.9489445,27.551062
901,Imperial SpaceShuttle,2019-03-11 12:00:00,-19.9452815,27.549936
902,Civilian Star Shuttle,2019-03-11 12:00:00,-19.9353575,27.548825
903,Imperial SpaceShuttle,2019-03-11 12:00:00,-19.9491115,27.547101
904,Imperial SpaceShuttle,2019-03-11 12:00:00,-19.9456935,27.546902
905,Imperial SpaceShuttle,2019-03-11 12:00:00,-19.9374165,27.543398
906,TIE bomber,2019-03-11 12:00:00,-19.9317005,27.534422
907,Imperial SpaceShuttle,2019-03-11 12:00:00,-19.9332255,27.534344
908,Imperial SpaceShuttle,2019-03-11 12:00:00,-19.9324785,27.53318
909,TIE bomber,2019-03-11 12:00:00,-19.9309655,27.532934
910,Imperial SpaceShuttle,2019-03-11 12:00:00,-19.9284195,27.532818
911,Imperial SpaceShuttle,2019-03-11 12:00:00,-19.9274155,27.531794
912,TIE Fighter,2019-03-11 12:00:00,-19.9288715,27.531629
913,TIE bomber,2019-03-11 12:00:00,-19.9280375,27.530495
914,TIE Fighter,2019-03-11 12:00:00,-19.9259985,27.530262
915,TIE bomber,2019-03-11 12:00:00,-19.9270995,27.528809
916,TIE bomber,2019-03-11 12:00:00,-19.9259095,27.527913
917,TIE bomber,2019-03-11 12:00:00,-19.9273825,27.527469
918,TIE bomber,2019-03-11 12:00:00,-19.9261845,27.526592
919,Imperial SpaceShuttle,2019-03-11 12:00:00,-19.9228155,27.522263
920,TIE Fighter,2019-03-11 12:00:00,-19.9163335,27.52093
921,TIE Fighter,2019-03-11 12:00:00,-19.9156005,27.520859
922,Imperial SpaceShuttle,2019-03-11 12:00:00,-19.9192025,27.51827
923,TIE Fighter,2019-03-11 12:00:00,-19.9188565,27.51747
924,TIE Fighter,2019-03-11 12:00:00,-19.9152705,27.517193
925,TIE Fighter,2019-03-11 12:00:00,-19.9148995,27.516619
926,TIE Fighter,2019-03-11 12:00:00,-19.9182705,27.516727
927,TIE Fighter,2019-03-11 12:00:00,-19.9181435,27.51654
928,TIE Fighter,2019-03-11 12:00:00,-19.9154615,27.516339
929,TIE Fighter,2019-03-11 12:00:00,-19.9171385,27.516159
930,TIE Fighter,2019-03-29 12:00:00,-19.9458815,27.552167
931,TIE bomber,2019-03-29 12:00:00,-19.9259145,27.527895
932,TIE bomber,2019-03-29 12:00:00,-19.9273825,27.527468
933,TIE Fighter,2019-03-29 12:00:00,-19.9154605,27.516336
934,TIE Fighter,2019-03-29 12:00:00,-19.9483225,27.557957
935,Imperial SpaceShuttle,2019-03-29 12:00:00,-19.9491555,27.555736
936,TIE Fighter,2019-03-29 12:00:00,-19.9503075,27.552949
937,TIE Fighter,2019-03-29 12:00:00,-19.9510585,27.552844
938,TIE Fighter,2019-03-29 12:00:00,-19.9501365,27.552059
939,TIE Fighter,2019-03-29 12:00:00,-19.9509045,27.55195
940,TIE Fighter,2019-03-29 12:00:00,-19.9489445,27.551059
941,Imperial SpaceShuttle,2019-03-29 12:00:00,-19.9452795,27.549916
942,Civilian Star Shuttle,2019-03-29 12:00:00,-19.9353495,27.548824
943,TIE Fighter,2019-03-29 12:00:00,-19.9478135,27.548698
944,Imperial SpaceShuttle,2019-03-29 12:00:00,-19.9491125,27.547065
945,Imperial SpaceShuttle,2019-03-29 12:00:00,-19.9456925,27.546893
946,Imperial SpaceShuttle,2019-03-29 12:00:00,-19.9374145,27.543369
947,TIE bomber,2019-03-29 12:00:00,-19.9317025,27.534424
948,Imperial SpaceShuttle,2019-03-29 12:00:00,-19.9332245,27.534333
949,Imperial SpaceShuttle,2019-03-29 12:00:00,-19.9324755,27.533177
950,TIE bomber,2019-03-29 12:00:00,-19.9309665,27.532926
951,Imperial SpaceShuttle,2019-03-29 12:00:00,-19.9284235,27.532813
952,Imperial SpaceShuttle,2019-03-29 12:00:00,-19.9274185,27.531785
953,TIE Fighter,2019-03-29 12:00:00,-19.9288665,27.531617
954,TIE bomber,2019-03-29 12:00:00,-19.9280315,27.530482
955,TIE Fighter,2019-03-29 12:00:00,-19.9259995,27.530276
956,TIE bomber,2019-03-29 12:00:00,-19.9270995,27.528804
957,TIE bomber,2019-03-29 12:00:00,-19.9261885,27.526593
958,Imperial SpaceShuttle,2019-03-29 12:00:00,-19.9228125,27.522276
959,TIE Fighter,2019-03-29 12:00:00,-19.9163315,27.520913
960,TIE Fighter,2019-03-29 12:00:00,-19.9155965,27.520852
961,TIE Fighter,2019-03-29 12:00:00,-19.9209045,27.519851
962,TIE Fighter,2019-03-29 12:00:00,-19.9178705,27.519295
963,Imperial SpaceShuttle,2019-03-29 12:00:00,-19.9191995,27.518211
964,TIE Fighter,2019-03-29 12:00:00,-19.9188535,27.517459
965,TIE Fighter,2019-03-29 12:00:00,-19.9152665,27.517202
966,TIE Fighter,2019-03-29 12:00:00,-19.9148975,27.516627
967,TIE Fighter,2019-03-29 12:00:00,-19.9182675,27.516713
968,TIE Fighter,2019-03-29 12:00:00,-19.9181375,27.516522
969,TIE Fighter,2019-03-29 12:00:00,-19.9171355,27.516158
970,TIE Fighter,2019-03-30 12:00:00,-19.9483235,27.557968
971,Imperial SpaceShuttle,2019-03-30 12:00:00,-19.9491605,27.555748
972,TIE Fighter,2019-03-30 12:00:00,-19.9489455,27.551059
973,TIE Fighter,2019-03-30 12:00:00,-19.9288745,27.531622
974,TIE Fighter,2019-03-30 12:00:00,-19.9503115,27.552946
975,TIE Fighter,2019-03-30 12:00:00,-19.9510575,27.552839
976,TIE Fighter,2019-03-30 12:00:00,-19.9458835,27.55217
977,TIE Fighter,2019-03-30 12:00:00,-19.9501405,27.552067
978,TIE Fighter,2019-03-30 12:00:00,-19.9509005,27.551954
979,Civilian Star Shuttle,2019-03-30 12:00:00,-19.9452795,27.549933
980,Civilian Star Shuttle,2019-03-30 12:00:00,-19.9353555,27.548824
981,TIE Fighter,2019-03-30 12:00:00,-19.9478115,27.548689
982,Imperial SpaceShuttle,2019-03-30 12:00:00,-19.9491105,27.547096
983,Imperial SpaceShuttle,2019-03-30 12:00:00,-19.9456945,27.546898
984,Imperial SpaceShuttle,2019-03-30 12:00:00,-19.9374155,27.543393
985,TIE bomber,2019-03-30 12:00:00,-19.9317045,27.534418
986,Imperial SpaceShuttle,2019-03-30 12:00:00,-19.9332265,27.534343
987,Imperial SpaceShuttle,2019-03-30 12:00:00,-19.9324805,27.533174
988,TIE bomber,2019-03-30 12:00:00,-19.9309665,27.532925
989,Imperial SpaceShuttle,2019-03-30 12:00:00,-19.9284205,27.532815
990,Imperial SpaceShuttle,2019-03-30 12:00:00,-19.9274175,27.531788
991,TIE bomber,2019-03-30 12:00:00,-19.9280395,27.530493
992,TIE Fighter,2019-03-30 12:00:00,-19.9260035,27.53026
993,TIE bomber,2019-03-30 12:00:00,-19.9270995,27.528807
994,TIE bomber,2019-03-30 12:00:00,-19.9259075,27.527905
995,TIE bomber,2019-03-30 12:00:00,-19.9273825,27.527468
996,TIE bomber,2019-03-30 12:00:00,-19.9261875,27.526588
997,Imperial SpaceShuttle,2019-03-30 12:00:00,-19.9228175,27.522261
998,TIE Fighter,2019-03-30 12:00:00,-19.9163335,27.520927
999,TIE Fighter,2019-03-30 12:00:00,-19.9156005,27.520855
1000,TIE Fighter,2019-03-30 12:00:00,-19.9209045,27.519846
1001,TIE Fighter,2019-03-30 12:00:00,-19.9178725,27.519289
1002,Imperial SpaceShuttle,2019-03-30 12:00:00,-19.9192005,27.518259
1003,TIE Fighter,2019-03-30 12:00:00,-19.9188555,27.517465
1004,TIE Fighter,2019-03-30 12:00:00,-19.9152695,27.517191
1005,TIE Fighter,2019-03-30 12:00:00,-19.9148995,27.516619
1006,TIE Fighter,2019-03-30 12:00:00,-19.9182695,27.516723
1007,TIE Fighter,2019-03-30 12:00:00,-19.9181465,27.516532
1008,TIE Fighter,2019-03-30 12:00:00,-19.9154585,27.516336
1009,TIE Fighter,2019-03-30 12:00:00,-19.9171395,27.516157
1010,Imperial SpaceShuttle,2019-04-04 12:00:00,-19.9452845,27.54993
1011,TIE Fighter,2019-04-04 12:00:00,-19.9163275,27.520926
1012,TIE Fighter,2019-04-04 12:00:00,-19.9156005,27.520858
1013,TIE Fighter,2019-04-04 12:00:00,-19.9483295,27.557962
1014,Imperial SpaceShuttle,2019-04-04 12:00:00,-19.9491555,27.555745
1015,TIE Fighter,2019-04-04 12:00:00,-19.9503125,27.552948
1016,TIE Fighter,2019-04-04 12:00:00,-19.9510585,27.552838
1017,TIE Fighter,2019-04-04 12:00:00,-19.9458835,27.552166
1018,TIE Fighter,2019-04-04 12:00:00,-19.9501395,27.552065
1019,TIE Fighter,2019-04-04 12:00:00,-19.9509015,27.55195
1020,TIE Fighter,2019-04-04 12:00:00,-19.9489495,27.551055
1021,Civilian Star Shuttle,2019-04-04 12:00:00,-19.9353595,27.548824
1022,TIE Fighter,2019-04-04 12:00:00,-19.9478145,27.54869
1023,Imperial SpaceShuttle,2019-04-04 12:00:00,-19.9491165,27.547084
1024,Imperial SpaceShuttle,2019-04-04 12:00:00,-19.9456965,27.546898
1025,Imperial SpaceShuttle,2019-04-04 12:00:00,-19.9374215,27.543389
1026,TIE bomber,2019-04-04 12:00:00,-19.9316965,27.534425
1027,Imperial SpaceShuttle,2019-04-04 12:00:00,-19.9332245,27.534338
1028,Imperial SpaceShuttle,2019-04-04 12:00:00,-19.9324805,27.533177
1029,Imperial SpaceShuttle,2019-04-04 12:00:00,-19.9284195,27.532818
1030,TIE bomber,2019-04-04 12:00:00,-19.9309755,27.532923
1031,Imperial SpaceShuttle,2019-04-04 12:00:00,-19.9274155,27.531788
1032,TIE Fighter,2019-04-04 12:00:00,-19.9288695,27.531625
1033,TIE bomber,2019-04-04 12:00:00,-19.9280345,27.530495
1034,TIE Fighter,2019-04-04 12:00:00,-19.9260005,27.530266
1035,TIE bomber,2019-04-04 12:00:00,-19.9270955,27.528811
1036,TIE bomber,2019-04-04 12:00:00,-19.9259115,27.527903
1037,TIE bomber,2019-04-04 12:00:00,-19.9273765,27.527474
1038,TIE bomber,2019-04-04 12:00:00,-19.9261845,27.526589
1039,Imperial SpaceShuttle,2019-04-04 12:00:00,-19.9228155,27.52227
1040,TIE Fighter,2019-04-04 12:00:00,-19.9209015,27.519845
1041,TIE Fighter,2019-04-04 12:00:00,-19.9178705,27.519289
1042,Imperial SpaceShuttle,2019-04-04 12:00:00,-19.9192045,27.518245
1043,TIE Fighter,2019-04-04 12:00:00,-19.9188555,27.517463
1044,TIE Fighter,2019-04-04 12:00:00,-19.9152695,27.517197
1045,TIE Fighter,2019-04-04 12:00:00,-19.9148985,27.516621
1046,TIE Fighter,2019-04-04 12:00:00,-19.9182725,27.516719
1047,TIE Fighter,2019-04-04 12:00:00,-19.9181395,27.516531
1048,TIE Fighter,2019-04-04 12:00:00,-19.9154605,27.516339
1049,TIE Fighter,2019-04-04 12:00:00,-19.9171375,27.516158
1050,TIE Fighter,2019-04-25 12:00:00,-19.9503115,27.552949
1051,TIE Fighter,2019-04-25 12:00:00,-19.9510635,27.552842
1052,Imperial SpaceShuttle,2019-04-25 12:00:00,-19.9324775,27.533177
1053,TIE Fighter,2019-04-25 12:00:00,-19.9154625,27.516336
1054,TIE Fighter,2019-04-25 12:00:00,-19.9182665,27.516712
1055,TIE Fighter,2019-04-25 12:00:00,-19.9483235,27.557958
1056,Imperial SpaceShuttle,2019-04-25 12:00:00,-19.9491465,27.555738
1057,TIE Fighter,2019-04-25 12:00:00,-19.9458885,27.552168
1058,TIE Fighter,2019-04-25 12:00:00,-19.9501365,27.552065
1059,TIE Fighter,2019-04-25 12:00:00,-19.9509025,27.55195
1060,TIE Fighter,2019-04-25 12:00:00,-19.9489505,27.551057
1061,Imperial SpaceShuttle,2019-04-25 12:00:00,-19.9452715,27.549919
1062,Civilian Star Shuttle,2019-04-25 12:00:00,-19.9353625,27.548828
1063,TIE Fighter,2019-04-25 12:00:00,-19.9478175,27.548695
1064,Imperial SpaceShuttle,2019-04-25 12:00:00,-19.9491105,27.547065
1065,Imperial SpaceShuttle,2019-04-25 12:00:00,-19.9456945,27.546894
1066,Imperial SpaceShuttle,2019-04-25 12:00:00,-19.9374045,27.543368
1067,TIE bomber,2019-04-25 12:00:00,-19.9316995,27.534424
1068,Imperial SpaceShuttle,2019-04-25 12:00:00,-19.9332215,27.534334
1069,TIE bomber,2019-04-25 12:00:00,-19.9309665,27.532921
1070,Imperial SpaceShuttle,2019-04-25 12:00:00,-19.9284165,27.532817
1071,Imperial SpaceShuttle,2019-04-25 12:00:00,-19.9274135,27.531785
