id,level2,stream_date,lon,lat
141,Imperial SpaceShuttle,2019-05-18 12:00:00,-19.9374335,27.543361
142,TIE bomber,2019-05-18 12:00:00,-19.9317145,27.534421
143,Imperial SpaceShuttle,2019-05-18 12:00:00,-19.9332495,27.534324
144,Imperial SpaceShuttle,2019-05-18 12:00:00,-19.9324975,27.533171
145,TIE bomber,2019-05-18 12:00:00,-19.9309855,27.532924
146,Imperial SpaceShuttle,2019-05-18 12:00:00,-19.9284315,27.532806
147,Imperial SpaceShuttle,2019-05-18 12:00:00,-19.9274325,27.53178
148,TIE Fighter,2019-05-18 12:00:00,-19.9288845,27.531613
149,TIE Fighter,2019-05-18 12:00:00,-19.9259845,27.53027
150,TIE bomber,2019-05-18 12:00:00,-19.9271115,27.528798
151,TIE bomber,2019-05-18 12:00:00,-19.9259335,27.527886
152,TIE bomber,2019-05-18 12:00:00,-19.9273905,27.52746
153,TIE bomber,2019-05-18 12:00:00,-19.9261905,27.526579
154,Imperial SpaceShuttle,2019-05-18 12:00:00,-19.9227995,27.522275
155,Imperial SpaceShuttle,2019-05-18 12:00:00,-19.9233705,27.521232
156,TIE Fighter,2019-05-18 12:00:00,-19.9163495,27.520912
157,TIE Fighter,2019-05-18 12:00:00,-19.9156085,27.520853
158,TIE Fighter,2019-05-18 12:00:00,-19.9208985,27.519848
159,TIE Fighter,2019-05-18 12:00:00,-19.9178685,27.519287
160,Imperial SpaceShuttle,2019-05-18 12:00:00,-19.9192665,27.518207
161,TIE Fighter,2019-05-18 12:00:00,-19.9188745,27.517451
162,TIE Fighter,2019-05-18 12:00:00,-19.9148885,27.51663
163,TIE Fighter,2019-05-18 12:00:00,-19.9152605,27.5172
164,TIE Fighter,2019-05-18 12:00:00,-19.9154615,27.516336
165,TIE Fighter,2019-05-18 12:00:00,-19.9182895,27.516709
166,TIE Fighter,2019-05-18 12:00:00,-19.9181555,27.516519
167,TIE Fighter,2019-05-18 12:00:00,-19.9171315,27.516158
168,TIE Fighter,2024-05-18 12:00:00,-19.9483245,27.557968
169,Imperial SpaceShuttle,2024-05-18 12:00:00,-19.9456915,27.546903
170,Imperial SpaceShuttle,2024-05-18 12:00:00,-19.9191965,27.518266
171,TIE Fighter,2024-05-18 12:00:00,-19.9188545,27.517467
172,Imperial SpaceShuttle,2024-05-18 12:00:00,-19.9491585,27.55575
173,TIE Fighter,2024-05-18 12:00:00,-19.9302055,27.555362
174,TIE Fighter,2024-05-18 12:00:00,-19.9503115,27.552947
175,TIE Fighter,2024-05-18 12:00:00,-19.9510575,27.552837
176,TIE Fighter,2024-05-18 12:00:00,-19.9458785,27.552173
177,TIE Fighter,2024-05-18 12:00:00,-19.9501375,27.552068
178,TIE Fighter,2024-05-18 12:00:00,-19.9509015,27.551955
179,TIE Fighter,2024-05-18 12:00:00,-19.9489455,27.55106
180,Imperial SpaceShuttle,2024-05-18 12:00:00,-19.9452755,27.549938
181,Civilian Star Shuttle,2024-05-18 12:00:00,-19.9353535,27.548821
182,TIE Fighter,2024-05-18 12:00:00,-19.9478125,27.548688
183,Imperial SpaceShuttle,2024-05-18 12:00:00,-19.9491115,27.547099
184,Imperial SpaceShuttle,2024-05-18 12:00:00,-19.9374125,27.543397
185,TIE bomber,2024-05-18 12:00:00,-19.9317035,27.534424
186,Imperial SpaceShuttle,2024-05-18 12:00:00,-19.9332205,27.534344
187,Imperial SpaceShuttle,2024-05-18 12:00:00,-19.9324775,27.53318
188,Imperial SpaceShuttle,2024-05-18 12:00:00,-19.9284195,27.532817
189,TIE bomber,2024-05-18 12:00:00,-19.9309635,27.53293
190,Imperial SpaceShuttle,2024-05-18 12:00:00,-19.9274175,27.531793
191,TIE Fighter,2024-05-18 12:00:00,-19.9288685,27.531627
192,TIE bomber,2024-05-18 12:00:00,-19.9280365,27.530495
193,TIE Fighter,2024-05-18 12:00:00,-19.9260025,27.530257
194,TIE bomber,2024-05-18 12:00:00,-19.9271015,27.528809
195,TIE bomber,2024-05-18 12:00:00,-19.9259175,27.527914
196,TIE bomber,2024-05-18 12:00:00,-19.9273815,27.527469
197,TIE bomber,2024-05-18 12:00:00,-19.9261835,27.526587
198,Imperial SpaceShuttle,2024-05-18 12:00:00,-19.9228175,27.522256
199,TIE Fighter,2024-05-18 12:00:00,-19.9163305,27.520926
200,TIE Fighter,2024-05-18 12:00:00,-19.9155985,27.520855
201,TIE Fighter,2024-05-18 12:00:00,-19.9209035,27.519844
202,TIE Fighter,2024-05-18 12:00:00,-19.9178685,27.519288
203,TIE Fighter,2024-05-18 12:00:00,-19.9152695,27.51719
204,TIE Fighter,2024-05-18 12:00:00,-19.9149015,27.516619
205,TIE Fighter,2024-05-18 12:00:00,-19.9182675,27.516723
206,TIE Fighter,2024-05-18 12:00:00,-19.9181405,27.516534
207,TIE Fighter,2024-05-18 12:00:00,-19.9154605,27.516336
208,TIE Fighter,2024-05-18 12:00:00,-19.9171385,27.516158
209,TIE Fighter,2001-06-18 12:00:00,-19.9501365,27.552061
210,TIE bomber,2001-06-18 12:00:00,-19.9273815,27.527466
211,TIE bomber,2001-06-18 12:00:00,-19.9261865,27.526588
212,TIE Fighter,2001-06-18 12:00:00,-19.9177835,27.516098
213,TIE Fighter,2001-06-18 12:00:00,-19.9483265,27.557953
214,Imperial SpaceShuttle,2001-06-18 12:00:00,-19.9491495,27.555731
215,TIE Fighter,2001-06-18 12:00:00,-19.9302045,27.55535
216,TIE Fighter,2001-06-18 12:00:00,-19.9503125,27.552943
217,TIE Fighter,2001-06-18 12:00:00,-19.9510615,27.552837
218,TIE Fighter,2001-06-18 12:00:00,-19.9458895,27.552163
219,TIE Fighter,2001-06-18 12:00:00,-19.9509025,27.551944
220,TIE Fighter,2001-06-18 12:00:00,-19.9489515,27.551053
221,Imperial SpaceShuttle,2001-06-18 12:00:00,-19.9452755,27.549913
222,Civilian Star Shuttle,2001-06-18 12:00:00,-19.9353595,27.548826
223,TIE Fighter,2001-06-18 12:00:00,-19.9478175,27.54869
224,Imperial SpaceShuttle,2001-06-18 12:00:00,-19.9491145,27.547056
225,Imperial SpaceShuttle,2001-06-18 12:00:00,-19.9456965,27.546888
226,Imperial SpaceShuttle,2001-06-18 12:00:00,-19.9374115,27.543361
227,TIE bomber,2001-06-18 12:00:00,-19.9317035,27.534424
228,Imperial SpaceShuttle,2001-06-18 12:00:00,-19.9332185,27.534329
229,Imperial SpaceShuttle,2001-06-18 12:00:00,-19.9324735,27.533175
230,TIE bomber,2001-06-18 12:00:00,-19.9309655,27.532915
231,Imperial SpaceShuttle,2001-06-18 12:00:00,-19.9284185,27.532812
232,Imperial SpaceShuttle,2001-06-18 12:00:00,-19.9274135,27.531783
233,TIE Fighter,2001-06-18 12:00:00,-19.9288665,27.531612
234,TIE bomber,2001-06-18 12:00:00,-19.9280265,27.530479
235,TIE Fighter,2001-06-18 12:00:00,-19.9260065,27.530275
236,TIE bomber,2001-06-18 12:00:00,-19.9270915,27.528805
237,TIE bomber,2001-06-18 12:00:00,-19.9259085,27.527896
238,Imperial SpaceShuttle,2001-06-18 12:00:00,-19.9228185,27.522275
239,TIE Fighter,2001-06-18 12:00:00,-19.9163265,27.520918
240,TIE Fighter,2001-06-18 12:00:00,-19.9155985,27.520857
241,TIE Fighter,2001-06-18 12:00:00,-19.9209095,27.519851
242,TIE Fighter,2001-06-18 12:00:00,-19.9178765,27.519298
243,Imperial SpaceShuttle,2001-06-18 12:00:00,-19.9191915,27.51821
244,TIE Fighter,2001-06-18 12:00:00,-19.9188545,27.517455
245,TIE Fighter,2001-06-18 12:00:00,-19.9152715,27.517204
246,TIE Fighter,2001-06-18 12:00:00,-19.9149055,27.516637
247,TIE Fighter,2001-06-18 12:00:00,-19.9154625,27.516339
248,TIE Fighter,2001-06-18 12:00:00,-19.9182665,27.516715
249,TIE Fighter,2001-06-18 12:00:00,-19.9181365,27.516524
250,TIE Fighter,2001-06-18 12:00:00,-19.9171325,27.516162
251,Imperial SpaceShuttle,2015-06-18 12:00:00,-19.9491725,27.555726
252,TIE bomber,2015-06-18 12:00:00,-19.9280455,27.530477
253,TIE Fighter,2015-06-18 12:00:00,-19.9259835,27.530276
254,Imperial SpaceShuttle,2015-06-18 12:00:00,-19.9192505,27.518198
255,TIE Fighter,2015-06-18 12:00:00,-19.9152655,27.517203
256,TIE Fighter,2015-06-18 12:00:00,-19.9154605,27.516336
257,TIE Fighter,2015-06-18 12:00:00,-19.9182825,27.516708
258,TIE Fighter,2015-06-18 12:00:00,-19.9181485,27.516515
259,TIE Fighter,2015-06-18 12:00:00,-19.9171315,27.516159
260,TIE Fighter,2015-06-18 12:00:00,-19.9483405,27.557951
261,TIE Fighter,2015-06-18 12:00:00,-19.9503105,27.552951
262,TIE Fighter,2015-06-18 12:00:00,-19.9510525,27.552843
263,TIE Fighter,2015-06-18 12:00:00,-19.9458885,27.552163
264,TIE Fighter,2015-06-18 12:00:00,-19.9501455,27.552061
265,TIE Fighter,2015-06-18 12:00:00,-19.9509065,27.551946
266,TIE Fighter,2015-06-18 12:00:00,-19.9489485,27.551057
267,Imperial SpaceShuttle,2015-06-18 12:00:00,-19.9453025,27.549912
268,Civilian Star Shuttle,2015-06-18 12:00:00,-19.9353555,27.548824
269,TIE Fighter,2015-06-18 12:00:00,-19.9478105,27.548695
270,Imperial SpaceShuttle,2015-06-18 12:00:00,-19.9491305,27.54705
271,Imperial SpaceShuttle,2015-06-18 12:00:00,-19.9457005,27.546886
272,Imperial SpaceShuttle,2015-06-18 12:00:00,-19.9374265,27.543355
273,TIE bomber,2015-06-18 12:00:00,-19.9317085,27.534417
274,Imperial SpaceShuttle,2015-06-18 12:00:00,-19.9332405,27.534323
275,Imperial SpaceShuttle,2015-06-18 12:00:00,-19.9324915,27.53317
276,TIE bomber,2015-06-18 12:00:00,-19.9309825,27.532918
277,Imperial SpaceShuttle,2015-06-18 12:00:00,-19.9284285,27.532806
278,Imperial SpaceShuttle,2015-06-18 12:00:00,-19.9274275,27.531778
279,TIE Fighter,2015-06-18 12:00:00,-19.9288775,27.531607
280,TIE bomber,2015-06-18 12:00:00,-19.9271065,27.528801
281,TIE bomber,2015-06-18 12:00:00,-19.9259275,27.527885
282,TIE bomber,2015-06-18 12:00:00,-19.9273815,27.527459
283,TIE bomber,2015-06-18 12:00:00,-19.9261865,27.526584
284,Imperial SpaceShuttle,2015-06-18 12:00:00,-19.9228025,27.522276
285,TIE Fighter,2015-06-18 12:00:00,-19.9163455,27.520909
286,TIE Fighter,2015-06-18 12:00:00,-19.9156085,27.520851
287,TIE Fighter,2015-06-18 12:00:00,-19.9209025,27.519853
288,TIE Fighter,2015-06-18 12:00:00,-19.9178665,27.519295
289,TIE Fighter,2015-06-18 12:00:00,-19.9188675,27.51745
290,TIE Fighter,2015-06-18 12:00:00,-19.9148905,27.516631
291,Imperial SpaceShuttle,2018-06-18 12:00:00,-19.9332515,27.534339
292,TIE bomber,2018-06-18 12:00:00,-19.9309865,27.532926
293,Imperial SpaceShuttle,2018-06-18 12:00:00,-19.9284325,27.532813
294,Imperial SpaceShuttle,2018-06-18 12:00:00,-19.9274335,27.531787
295,TIE Fighter,2018-06-18 12:00:00,-19.9288825,27.531623
296,TIE Fighter,2018-06-18 12:00:00,-19.9259805,27.530264
297,TIE bomber,2018-06-18 12:00:00,-19.9271105,27.528806
298,TIE bomber,2018-06-18 12:00:00,-19.9259365,27.527901
299,TIE bomber,2018-06-18 12:00:00,-19.9273875,27.527467
300,TIE bomber,2018-06-18 12:00:00,-19.9261905,27.526586
301,Imperial SpaceShuttle,2018-06-18 12:00:00,-19.9228005,27.522267
302,TIE Fighter,2018-06-18 12:00:00,-19.9163525,27.520921
303,TIE Fighter,2018-06-18 12:00:00,-19.9156105,27.520862
304,TIE Fighter,2018-06-18 12:00:00,-19.9208985,27.519848
305,TIE Fighter,2018-06-18 12:00:00,-19.9178665,27.519288
306,Imperial SpaceShuttle,2018-06-18 12:00:00,-19.9192795,27.518239
307,TIE Fighter,2018-06-18 12:00:00,-19.9188755,27.517459
308,TIE Fighter,2018-06-18 12:00:00,-19.9148875,27.516626
309,TIE Fighter,2018-06-18 12:00:00,-19.9152595,27.517195
310,TIE Fighter,2018-06-18 12:00:00,-19.9182925,27.516722
311,TIE Fighter,2018-06-18 12:00:00,-19.9181605,27.51653
312,TIE Fighter,2018-06-18 12:00:00,-19.9154625,27.516341
313,TIE Fighter,2018-06-18 12:00:00,-19.9171325,27.516161
314,TIE Fighter,2018-06-18 12:00:00,-19.9483495,27.55796
315,Imperial SpaceShuttle,2018-06-18 12:00:00,-19.9491835,27.555743
316,TIE Fighter,2018-06-18 12:00:00,-19.9503165,27.552946
317,TIE Fighter,2018-06-18 12:00:00,-19.9510475,27.552834
318,TIE Fighter,2018-06-18 12:00:00,-19.9458855,27.552162
319,TIE Fighter,2018-06-18 12:00:00,-19.9501505,27.552067
320,TIE Fighter,2018-06-18 12:00:00,-19.9509035,27.551942
321,TIE Fighter,2018-06-18 12:00:00,-19.9489515,27.551055
322,Imperial SpaceShuttle,2018-06-18 12:00:00,-19.9453115,27.549922
323,TIE Fighter,2018-06-18 12:00:00,-19.9478055,27.548684
324,Imperial SpaceShuttle,2018-06-18 12:00:00,-19.9491365,27.547076
325,Imperial SpaceShuttle,2018-06-18 12:00:00,-19.9457045,27.546896
326,Imperial SpaceShuttle,2018-06-18 12:00:00,-19.9374285,27.543379
327,TIE bomber,2018-06-18 12:00:00,-19.9317105,27.53443
328,Imperial SpaceShuttle,2018-06-18 12:00:00,-19.9324945,27.533182
329,TIE Fighter,2023-06-18 12:00:00,-19.9483285,27.557968
330,Imperial SpaceShuttle,2023-06-18 12:00:00,-19.9491595,27.555749
331,TIE Fighter,2023-06-18 12:00:00,-19.9503105,27.552948
332,TIE Fighter,2023-06-18 12:00:00,-19.9510515,27.552836
333,TIE Fighter,2023-06-18 12:00:00,-19.9458825,27.55217
334,TIE Fighter,2023-06-18 12:00:00,-19.9501385,27.552069
335,TIE Fighter,2023-06-18 12:00:00,-19.9509025,27.551954
336,TIE Fighter,2023-06-18 12:00:00,-19.9489445,27.551058
337,Imperial SpaceShuttle,2023-06-18 12:00:00,-19.9452845,27.549938
338,Civilian Star Shuttle,2023-06-18 12:00:00,-19.9353525,27.548818
339,TIE Fighter,2023-06-18 12:00:00,-19.9478085,27.548689
340,Imperial SpaceShuttle,2023-06-18 12:00:00,-19.9491155,27.547098
341,Imperial SpaceShuttle,2023-06-18 12:00:00,-19.9456955,27.5469
342,Imperial SpaceShuttle,2023-06-18 12:00:00,-19.9374195,27.543395
343,TIE bomber,2023-06-18 12:00:00,-19.9316995,27.534418
344,Imperial SpaceShuttle,2023-06-18 12:00:00,-19.9332255,27.534342
345,Imperial SpaceShuttle,2023-06-18 12:00:00,-19.9324805,27.533179
346,TIE bomber,2023-06-18 12:00:00,-19.9309695,27.532928
347,Imperial SpaceShuttle,2023-06-18 12:00:00,-19.9284205,27.532818
348,Imperial SpaceShuttle,2023-06-18 12:00:00,-19.9274185,27.531793
349,TIE Fighter,2023-06-18 12:00:00,-19.9288705,27.531624
350,TIE bomber,2023-06-18 12:00:00,-19.9280385,27.530495
351,TIE Fighter,2023-06-18 12:00:00,-19.9259965,27.530258
352,TIE bomber,2023-06-18 12:00:00,-19.9270975,27.528811
353,TIE bomber,2023-06-18 12:00:00,-19.9259135,27.527914
354,TIE bomber,2023-06-18 12:00:00,-19.9273825,27.527472
355,TIE bomber,2023-06-18 12:00:00,-19.9261795,27.526592
356,Imperial SpaceShuttle,2023-06-18 12:00:00,-19.9228135,27.522259
357,TIE Fighter,2023-06-18 12:00:00,-19.9163355,27.52093
358,TIE Fighter,2023-06-18 12:00:00,-19.9155995,27.520862
359,TIE Fighter,2023-06-18 12:00:00,-19.9209025,27.519848
360,TIE Fighter,2023-06-18 12:00:00,-19.9178675,27.519293
361,Imperial SpaceShuttle,2023-06-18 12:00:00,-19.9192145,27.518261
362,TIE Fighter,2023-06-18 12:00:00,-19.9188575,27.517466
363,TIE Fighter,2023-06-18 12:00:00,-19.9152675,27.51719
364,TIE Fighter,2023-06-18 12:00:00,-19.9148985,27.516617
365,TIE Fighter,2023-06-18 12:00:00,-19.9182735,27.516721
366,TIE Fighter,2023-06-18 12:00:00,-19.9181445,27.516535
367,TIE Fighter,2023-06-18 12:00:00,-19.9154605,27.516336
368,TIE Fighter,2023-06-18 12:00:00,-19.9171375,27.516157
369,TIE Fighter,2026-06-18 12:00:00,-19.9288835,27.531632
370,TIE bomber,2026-06-18 12:00:00,-19.9280645,27.530493
371,TIE Fighter,2026-06-18 12:00:00,-19.9148925,27.516619
372,TIE Fighter,2026-06-18 12:00:00,-19.9483395,27.557972
373,Imperial SpaceShuttle,2026-06-18 12:00:00,-19.9491765,27.555754
374,TIE Fighter,2026-06-18 12:00:00,-19.9503165,27.552947
375,TIE Fighter,2026-06-18 12:00:00,-19.9510525,27.552834
376,TIE Fighter,2026-06-18 12:00:00,-19.9458855,27.552166
377,TIE Fighter,2026-06-18 12:00:00,-19.9501475,27.552072
378,TIE Fighter,2026-06-18 12:00:00,-19.9508995,27.551945
379,TIE Fighter,2026-06-18 12:00:00,-19.9489495,27.551058
380,Imperial SpaceShuttle,2026-06-18 12:00:00,-19.9453025,27.549939
381,TIE Fighter,2026-06-18 12:00:00,-19.9478045,27.548683
382,Imperial SpaceShuttle,2026-06-18 12:00:00,-19.9491305,27.547101
383,Imperial SpaceShuttle,2026-06-18 12:00:00,-19.9456995,27.546901
384,Imperial SpaceShuttle,2026-06-18 12:00:00,-19.9374265,27.543401
